Vendor_ID,Vendor_Name,Order Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Status_rate, Total Spend , Savings ,Defective_Rate,Comp_rate
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1849,28.25,27.53,271,Yes,70.18," ? 50,902.97 "," ? 1,331.28 ",14.66,61%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,561,35.54,30.99,68,No,70.51," ? 17,385.39 "," ? 2,552.55 ",12.12,24%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,449,12.35,10.67,29,Yes,72.03," ? 4,790.83 ", ? 754.32 ,6.46,86%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,703,98.75,86.78,59,Yes,70.51," ? 61,006.34 "," ? 8,414.91 ",8.39,76%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1021,20.8,18.23,37,Yes,72.03," ? 18,612.83 "," ? 2,623.97 ",3.62,86%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1956,68.69,65.09,105,Yes,70.51," ? 1,27,316.04 "," ? 7,041.60 ",5.37,76%
Vendor_03,Delta_Logistics,2022,Office Supplies,Partially Delivered,520,36.57,34.78,67,No,10.53," ? 18,085.60 ", ? 930.80 ,12.88,39%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1216,66.16,63,179,No,70.18," ? 76,608.00 "," ? 3,842.56 ",14.72,39%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1165,72.06,63.93,24,Yes,75.89," ? 74,478.45 "," ? 9,471.45 ",2.06,94%
Vendor_03,Delta_Logistics,2023,Packaging,Pending,1427,93.99,83.6,213,Yes,9.94," ? 1,19,297.20 "," ? 14,826.53 ",14.93,61%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,883,29.15,25.75,14,Yes,72.29," ? 22,737.25 "," ? 3,002.20 ",1.59,98%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,1873,11.54,9.89,284,No,10.53," ? 18,523.97 "," ? 3,090.45 ",15.16,39%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,776,24.22,22.53,27,Yes,72.29," ? 17,483.28 "," ? 1,311.44 ",3.48,98%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,903,95.55,92.45,149,No,70.18," ? 83,482.35 "," ? 2,799.30 ",16.50,39%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,100,98.4,85.76,3,Yes,72.29," ? 8,576.00 "," ? 1,264.00 ",3.00,98%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1738,67.91,61.15,33,Yes,72.29," ? 1,06,278.70 "," ? 11,748.88 ",1.90,98%
Vendor_03,Delta_Logistics,2022,Packaging,Delivered,1771,67.57,61.48,280,No,70.18," ? 1,08,881.08 "," ? 10,785.39 ",15.81,39%
Vendor_04,Epsilon_Group,2023,Electronics,Delivered,624,74.39,66.3,18,No,72.29," ? 41,371.20 "," ? 5,048.16 ",2.88,2%
Vendor_01,Alpha_Inc,2023,Packaging,Partially Delivered,1263,28.75,27.1,26,Yes,7.09," ? 34,227.30 "," ? 2,083.95 ",2.06,94%
Vendor_05,Gamma_Co,2022,Electronics,Cancelled,1198,96.45,90.09,55,Yes,4.20," ? 1,07,927.82 "," ? 7,619.28 ",4.59,86%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,199,51.98,45.64,33,No,72.29," ? 9,082.36 "," ? 1,261.66 ",16.58,2%
Vendor_04,Epsilon_Group,2022,MRO,Pending,363,45.37,38.73,33,Yes,10.84," ? 14,058.99 "," ? 2,410.32 ",9.09,98%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,619,58.4,51.04,24,Yes,75.89," ? 31,593.76 "," ? 4,555.84 ",3.88,94%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1415,15.22,13.56,30,Yes,75.89," ? 19,187.40 "," ? 2,348.90 ",2.12,94%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,354,27.71,23.87,39,No,70.51," ? 8,449.98 "," ? 1,359.36 ",11.02,24%
Vendor_05,Gamma_Co,2023,MRO,Delivered,1765,81.01,78.43,78,Yes,72.03," ? 1,38,428.95 "," ? 4,553.70 ",4.42,86%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,731,19.37,17.3,69,No,70.51," ? 12,646.30 "," ? 1,513.17 ",9.44,24%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,887,65.89,59.67,29,Yes,72.29," ? 52,927.29 "," ? 5,517.14 ",3.27,98%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1856,35.29,32.41,26,Yes,75.89," ? 60,152.96 "," ? 5,345.28 ",1.40,94%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1127,49.32,46.49,30,Yes,72.29," ? 52,394.23 "," ? 3,189.41 ",2.66,98%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1052,37.78,32.6,162,Yes,70.18," ? 34,295.20 "," ? 5,449.36 ",15.40,61%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,493,44.74,41.44,24,No,72.03," ? 20,429.92 "," ? 1,626.90 ",4.87,14%
Vendor_03,Delta_Logistics,2023,MRO,Partially Delivered,662,81.44,71.33,87,Yes,10.53," ? 47,220.46 "," ? 6,692.82 ",13.14,61%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1042,36.74,35.78,33,Yes,75.89," ? 37,282.76 "," ? 1,000.32 ",3.17,94%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,313,64.03,57.74,1,Yes,75.89," ? 18,072.62 "," ? 1,968.77 ",0.32,94%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1126,55.22,50.38,24,Yes,75.89," ? 56,727.88 "," ? 5,449.84 ",2.13,94%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1645,72.17,64,79,Yes,72.03," ? 1,05,280.00 "," ? 13,439.65 ",4.80,86%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1053,100.92,92.35,104,Yes,70.51," ? 97,244.55 "," ? 9,024.21 ",9.88,76%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1693,83.14,73.3,62,Yes,72.29," ? 1,24,096.90 "," ? 16,659.12 ",3.66,98%
Vendor_04,Epsilon_Group,2023,Raw Materials,Pending,54,32.28,28.65,3,Yes,10.84," ? 1,547.10 ", ? 196.02 ,5.56,98%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1176,14.22,12.21,33,Yes,72.29," ? 14,358.96 "," ? 2,363.76 ",2.81,98%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,1269,35.28,33.7,35,Yes,72.29," ? 42,765.30 "," ? 2,005.02 ",2.76,98%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,823,68.32,64.46,19,Yes,72.29," ? 53,050.58 "," ? 3,176.78 ",2.31,98%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,926,15.65,13.49,94,No,70.51," ? 12,491.74 "," ? 2,000.16 ",10.15,24%
Vendor_03,Delta_Logistics,2023,Electronics,Cancelled,1041,58.5,52.54,170,No,9.36," ? 54,694.14 "," ? 6,204.36 ",16.33,39%
Vendor_05,Gamma_Co,2023,Electronics,Pending,933,70.72,65.47,42,Yes,11.19," ? 61,083.51 "," ? 4,898.25 ",4.50,86%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1423,41.48,40.9,199,Yes,70.18," ? 58,200.70 ", ? 825.34 ,13.98,61%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,96,86.13,80.32,12,No,70.18," ? 7,710.72 ", ? 557.76 ,12.50,39%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,916,21.06,19.53,25,Yes,72.29," ? 17,889.48 "," ? 1,401.48 ",2.73,98%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,872,17.18,16.63,20,Yes,72.29," ? 14,501.36 ", ? 479.60 ,2.29,98%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,985,83.85,80.88,105,No,70.51," ? 79,666.80 "," ? 2,925.45 ",10.66,24%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,1893,55.14,50.1,98,Yes,72.03," ? 94,839.30 "," ? 9,540.72 ",5.18,86%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,705,75.19,69.55,19,Yes,75.89," ? 49,032.75 "," ? 3,976.20 ",2.70,94%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,318,53.31,51.78,155,No,70.18," ? 16,466.04 ", ? 486.54 ,48.74,39%
Vendor_01,Alpha_Inc,2023,Office Supplies,Pending,419,35.72,32.74,7,Yes,7.80," ? 13,718.06 "," ? 1,248.62 ",1.67,94%
Vendor_05,Gamma_Co,2023,MRO,Delivered,685,92.51,90.05,38,Yes,72.03," ? 61,684.25 "," ? 1,685.10 ",5.55,86%
Vendor_03,Delta_Logistics,2023,Office Supplies,Partially Delivered,1179,90.14,82.63,194,Yes,10.53," ? 97,420.77 "," ? 8,854.29 ",16.45,61%
Vendor_01,Alpha_Inc,2022,Raw Materials,Delivered,1743,76.51,65.88,40,Yes,75.89," ? 1,14,828.84 "," ? 18,528.09 ",2.29,94%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1732,35.01,34.18,40,Yes,75.89," ? 59,199.76 "," ? 1,437.56 ",2.31,94%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,706,65.33,62.06,60,No,70.51," ? 43,814.36 "," ? 2,308.62 ",8.50,24%
Vendor_05,Gamma_Co,2023,MRO,Cancelled,169,47.16,43.4,55,Yes,4.20," ? 7,334.60 ", ? 635.44 ,32.54,86%
Vendor_05,Gamma_Co,2022,Office Supplies,Pending,880,19.15,18.69,55,No,11.19," ? 16,447.20 ", ? 404.80 ,6.25,14%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1860,95.8,92.17,105,No,72.03," ? 1,71,436.20 "," ? 6,751.80 ",5.65,14%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,1677,22.98,21.71,246,Yes,70.18," ? 36,407.67 "," ? 2,129.79 ",14.67,61%
Vendor_02,Beta_Supplies,2022,Packaging,Partially Delivered,1131,97.43,91.28,103,Yes,8.33," ? 1,03,237.68 "," ? 6,955.65 ",9.11,76%
Vendor_04,Epsilon_Group,2022,Raw Materials,Cancelled,1419,50.14,43.46,33,Yes,8.43," ? 61,669.74 "," ? 9,478.92 ",2.33,98%
Vendor_03,Delta_Logistics,2022,Raw Materials,Pending,790,26.8,25.62,115,Yes,9.94," ? 20,239.80 ", ? 932.20 ,14.56,61%
Vendor_05,Gamma_Co,2022,MRO,Pending,1547,61.12,53.43,77,Yes,11.19," ? 82,656.21 "," ? 11,896.43 ",4.98,86%
Vendor_03,Delta_Logistics,2023,Office Supplies,Cancelled,166,95.65,94.48,23,Yes,9.36," ? 15,683.68 ", ? 194.22 ,13.86,61%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1903,83.49,82.33,43,Yes,75.89," ? 1,56,673.99 "," ? 2,207.48 ",2.26,94%
Vendor_03,Delta_Logistics,2022,Office Supplies,Partially Delivered,840,83.42,80.35,153,Yes,10.53," ? 67,494.00 "," ? 2,578.80 ",18.21,61%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1200,74.49,64.63,161,Yes,70.18," ? 77,556.00 "," ? 11,832.00 ",13.42,61%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1466,77.37,70.35,72,Yes,72.03," ? 1,03,133.10 "," ? 10,291.32 ",4.91,86%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1981,95.5,94.39,49,Yes,75.89," ? 1,86,986.59 "," ? 2,198.91 ",2.47,94%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1062,35.55,32.38,55,Yes,72.03," ? 34,387.56 "," ? 3,366.54 ",5.18,86%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1714,55.67,55.09,42,Yes,75.89," ? 94,424.26 ", ? 994.12 ,2.45,94%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,1131,33.35,31.28,23,Yes,75.89," ? 35,377.68 "," ? 2,341.17 ",2.03,94%
Vendor_01,Alpha_Inc,2023,Office Supplies,Delivered,683,104.82,101.34,24,Yes,75.89," ? 69,215.22 "," ? 2,376.84 ",3.51,94%
Vendor_05,Gamma_Co,2023,Packaging,Partially Delivered,562,102.56,90.88,38,Yes,12.59," ? 51,074.56 "," ? 6,564.16 ",6.76,86%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1824,14.43,14.11,36,Yes,75.89," ? 25,736.64 ", ? 583.68 ,1.97,94%
Vendor_02,Beta_Supplies,2022,Electronics,Partially Delivered,851,76.44,74.76,91,Yes,8.33," ? 63,620.76 "," ? 1,429.68 ",10.69,76%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1169,95.6,82.16,103,Yes,70.51," ? 96,045.04 "," ? 15,711.36 ",8.81,76%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1711,29.14,26.35,48,Yes,72.29," ? 45,084.85 "," ? 4,773.69 ",2.81,98%
Vendor_02,Beta_Supplies,2023,Packaging,Pending,1191,68.14,61.71,112,Yes,12.18," ? 73,496.61 "," ? 7,658.13 ",9.40,76%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,609,92.39,82.75,29,Yes,72.29," ? 50,394.75 "," ? 5,870.76 ",4.76,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Delivered,1674,13.25,11.77,181,Yes,70.51," ? 19,702.98 "," ? 2,477.52 ",10.81,76%
Vendor_05,Gamma_Co,2023,MRO,Delivered,537,77.86,71.18,20,Yes,72.03," ? 38,223.66 "," ? 3,587.16 ",3.72,86%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1310,38.05,37,45,Yes,72.29," ? 48,470.00 "," ? 1,375.50 ",3.44,98%
Vendor_03,Delta_Logistics,2022,Raw Materials,Delivered,1958,95.53,91.72,308,Yes,70.18," ? 1,79,587.76 "," ? 7,459.98 ",15.73,61%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,946,108.6,101.78,146,Yes,70.18," ? 96,283.88 "," ? 6,451.72 ",15.43,61%
Vendor_02,Beta_Supplies,2023,Packaging,Partially Delivered,1345,103.06,95.14,105,Yes,8.33," ? 1,27,963.30 "," ? 10,652.40 ",7.81,76%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1262,56.63,51.46,155,No,70.18," ? 64,942.52 "," ? 6,524.54 ",12.28,39%
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,753,88.02,79.92,75,Yes,12.18," ? 60,179.76 "," ? 6,099.30 ",9.96,76%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,1520,93.75,81.63,149,Yes,70.51," ? 1,24,077.60 "," ? 18,422.40 ",9.80,76%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,630,40.27,37.54,76,Yes,70.18," ? 23,650.20 "," ? 1,719.90 ",12.06,61%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,839,86.29,82.51,110,Yes,70.18," ? 69,225.89 "," ? 3,171.42 ",13.11,61%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,910,14.33,14.07,27,Yes,75.89," ? 12,803.70 ", ? 236.60 ,2.97,94%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,296,64.94,63.61,33,Yes,72.29," ? 18,828.56 ", ? 393.68 ,11.15,98%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1149,33,30.65,141,Yes,70.51," ? 35,216.85 "," ? 2,700.15 ",12.27,76%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,203,23.14,20,155,No,70.18," ? 4,060.00 ", ? 637.42 ,76.35,39%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1729,18.36,16.34,47,Yes,72.29," ? 28,251.86 "," ? 3,492.58 ",2.72,98%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,1508,79.21,73.27,226,Yes,70.18," ? 1,10,491.16 "," ? 8,957.52 ",14.99,61%
Vendor_03,Delta_Logistics,2023,Packaging,Partially Delivered,1046,44.65,40.1,165,No,10.53," ? 41,944.60 "," ? 4,759.30 ",15.77,39%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1159,78.99,71.69,14,Yes,75.89," ? 83,088.71 "," ? 8,460.70 ",1.21,94%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,746,16.99,15.35,69,No,70.51," ? 11,451.10 "," ? 1,223.44 ",9.25,24%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1358,42.21,38.75,128,Yes,70.51," ? 52,622.50 "," ? 4,698.68 ",9.43,76%
Vendor_05,Gamma_Co,2023,Office Supplies,Delivered,1293,63.53,59.42,79,Yes,72.03," ? 76,830.06 "," ? 5,314.23 ",6.11,86%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1142,86.85,74.28,30,Yes,75.89," ? 84,827.76 "," ? 14,354.94 ",2.63,94%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1120,42.17,37.47,33,Yes,72.29," ? 41,966.40 "," ? 5,264.00 ",2.95,98%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1058,71.3,62.04,24,Yes,75.89," ? 65,638.32 "," ? 9,797.08 ",2.27,94%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,143,91.98,86.02,5,Yes,72.29," ? 12,300.86 ", ? 852.28 ,3.50,98%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1823,70.66,66.92,202,Yes,70.51," ? 1,21,995.16 "," ? 6,818.02 ",11.08,76%
Vendor_05,Gamma_Co,2023,Office Supplies,Delivered,1007,33.29,28.48,49,Yes,72.03," ? 28,679.36 "," ? 4,843.67 ",4.87,86%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1061,12.68,12.36,56,No,72.03," ? 13,113.96 ", ? 339.52 ,5.28,14%
Vendor_02,Beta_Supplies,2022,MRO,Pending,502,91.84,82.33,105,Yes,12.18," ? 41,329.66 "," ? 4,774.02 ",20.92,76%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1277,13.17,11.63,199,No,70.18," ? 14,851.51 "," ? 1,966.58 ",15.58,39%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,961,92.72,88.49,22,Yes,75.89," ? 85,038.89 "," ? 4,065.03 ",2.29,94%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,267,62.5,61.18,17,Yes,72.03," ? 16,335.06 ", ? 352.44 ,6.37,86%
Vendor_03,Delta_Logistics,2023,Raw Materials,Cancelled,523,102.08,99.59,155,Yes,9.36," ? 52,085.57 "," ? 1,302.27 ",29.64,61%
Vendor_04,Epsilon_Group,2023,Electronics,Pending,481,90.49,77.17,33,Yes,10.84," ? 37,118.77 "," ? 6,406.92 ",6.86,98%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,390,103.81,100.12,20,Yes,72.03," ? 39,046.80 "," ? 1,439.10 ",5.13,86%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,600,43.43,38.76,22,Yes,72.29," ? 23,256.00 "," ? 2,802.00 ",3.67,98%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,1685,84.58,75.21,253,No,70.18," ? 1,26,728.85 "," ? 15,788.45 ",15.01,39%
Vendor_04,Epsilon_Group,2022,Packaging,Cancelled,1362,46.64,42.85,33,Yes,8.43," ? 58,361.70 "," ? 5,161.98 ",2.42,98%
Vendor_03,Delta_Logistics,2024,Electronics,Pending,1327,59.57,56.44,169,Yes,9.94," ? 74,895.88 "," ? 4,153.51 ",12.74,61%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1807,69.47,60,50,Yes,72.29," ? 1,08,420.00 "," ? 17,112.29 ",2.77,98%
Vendor_01,Alpha_Inc,2022,Office Supplies,Pending,406,91.73,89.13,24,Yes,7.80," ? 36,186.78 "," ? 1,055.60 ",5.91,94%
Vendor_05,Gamma_Co,2022,Raw Materials,Partially Delivered,72,103,89.49,1,No,12.59," ? 6,443.28 ", ? 972.72 ,1.39,14%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1835,83.5,82.36,85,No,72.03," ? 1,51,130.60 "," ? 2,091.90 ",4.63,14%
Vendor_03,Delta_Logistics,2022,Electronics,Pending,571,49.98,45.58,155,No,9.94," ? 26,026.18 "," ? 2,512.40 ",27.15,39%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1831,52.24,50.44,60,Yes,72.29," ? 92,355.64 "," ? 3,295.80 ",3.28,98%
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,1910,77.15,68.49,170,Yes,12.18," ? 1,30,815.90 "," ? 16,540.60 ",8.90,76%
Vendor_05,Gamma_Co,2022,Electronics,Partially Delivered,1173,32.12,29.18,55,Yes,12.59," ? 34,228.14 "," ? 3,448.62 ",4.69,86%
Vendor_04,Epsilon_Group,2022,Packaging,Partially Delivered,851,20.44,19.22,22,Yes,8.43," ? 16,356.22 "," ? 1,038.22 ",2.59,98%
Vendor_04,Epsilon_Group,2022,MRO,Cancelled,1253,43.38,38.01,34,Yes,8.43," ? 47,626.53 "," ? 6,728.61 ",2.71,98%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1296,38,33.42,33,Yes,75.89," ? 43,312.32 "," ? 5,935.68 ",2.55,94%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,1979,40.88,39.46,221,Yes,70.51," ? 78,091.34 "," ? 2,810.18 ",11.17,76%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,811,31.8,30.33,58,Yes,72.03," ? 24,597.63 "," ? 1,192.17 ",7.15,86%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1732,15.37,14.7,38,Yes,75.89," ? 25,460.40 "," ? 1,160.44 ",2.19,94%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,491,12.01,11.67,47,Yes,70.51," ? 5,729.97 ", ? 166.94 ,9.57,76%
Vendor_05,Gamma_Co,2022,Packaging,Cancelled,1681,99.88,96.38,90,Yes,4.20," ? 1,62,014.78 "," ? 5,883.50 ",5.35,86%
Vendor_01,Alpha_Inc,2023,Raw Materials,Partially Delivered,818,51.89,47.85,12,Yes,7.09," ? 39,141.30 "," ? 3,304.72 ",1.47,94%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1065,47.49,41.42,113,Yes,70.51," ? 44,112.30 "," ? 6,464.55 ",10.61,76%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1398,75.08,67.09,57,Yes,72.03," ? 93,791.82 "," ? 11,170.02 ",4.08,86%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,565,32.31,29.76,60,Yes,70.51," ? 16,814.40 "," ? 1,440.75 ",10.62,76%
Vendor_04,Epsilon_Group,2023,Packaging,Pending,1089,102.66,89.21,33,Yes,10.84," ? 97,149.69 "," ? 14,647.05 ",3.03,98%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,841,86.43,83.77,125,No,70.18," ? 70,450.57 "," ? 2,237.06 ",14.86,39%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,385,18.23,17.74,155,Yes,70.18," ? 6,829.90 ", ? 188.65 ,40.26,61%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1832,49.01,41.86,52,Yes,72.29," ? 76,687.52 "," ? 13,098.80 ",2.84,98%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,307,95.36,83.63,29,Yes,70.51," ? 25,674.41 "," ? 3,601.11 ",9.45,76%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,546,101.2,97.82,21,Yes,72.29," ? 53,409.72 "," ? 1,845.48 ",3.85,98%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,945,57.01,55.14,147,No,70.18," ? 52,107.30 "," ? 1,767.15 ",15.56,39%
Vendor_03,Delta_Logistics,2023,MRO,Pending,209,72.71,64.34,39,Yes,9.94," ? 13,447.06 "," ? 1,749.33 ",18.66,61%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,1548,25.03,22.87,105,Yes,70.51," ? 35,402.76 "," ? 3,343.68 ",6.78,76%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,901,108.63,106.3,141,Yes,70.18," ? 95,776.30 "," ? 2,099.33 ",15.65,61%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1737,32.7,31.02,48,Yes,72.29," ? 53,881.74 "," ? 2,918.16 ",2.76,98%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,1981,102.43,90.99,204,Yes,70.51," ? 1,80,251.19 "," ? 22,662.64 ",10.30,76%
Vendor_04,Epsilon_Group,2022,MRO,Pending,739,68.47,66.09,19,Yes,10.84," ? 48,840.51 "," ? 1,758.82 ",2.57,98%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1748,68.25,62.84,171,Yes,70.51," ? 1,09,844.32 "," ? 9,456.68 ",9.78,76%
Vendor_03,Delta_Logistics,2022,Office Supplies,Cancelled,429,58.95,55.35,59,No,9.36," ? 23,745.15 "," ? 1,544.40 ",13.75,39%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,1618,32.76,28.41,62,Yes,72.03," ? 45,967.38 "," ? 7,038.30 ",3.83,86%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1006,27.7,23.66,101,No,70.51," ? 23,801.96 "," ? 4,064.24 ",10.04,24%
Vendor_02,Beta_Supplies,2023,Electronics,Partially Delivered,740,32.53,29.35,84,Yes,8.33," ? 21,719.00 "," ? 2,353.20 ",11.35,76%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1500,29.19,27.24,72,Yes,72.03," ? 40,860.00 "," ? 2,925.00 ",4.80,86%
Vendor_03,Delta_Logistics,2023,Office Supplies,Cancelled,1686,88.18,77.15,155,Yes,9.36," ? 1,30,074.90 "," ? 18,596.58 ",9.19,61%
Vendor_04,Epsilon_Group,2022,Raw Materials,Cancelled,1341,42.96,41.75,39,Yes,8.43," ? 55,986.75 "," ? 1,622.61 ",2.91,98%
Vendor_01,Alpha_Inc,2023,MRO,Cancelled,1908,16.42,15.31,36,Yes,9.22," ? 29,211.48 "," ? 2,117.88 ",1.89,94%
Vendor_05,Gamma_Co,2022,MRO,Partially Delivered,1650,100.62,90.45,85,Yes,12.59," ? 1,49,242.50 "," ? 16,780.50 ",5.15,86%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1490,93.57,81.68,29,Yes,75.89," ? 1,21,703.20 "," ? 17,716.10 ",1.95,94%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1241,100.04,97.56,187,Yes,70.18," ? 1,21,071.96 "," ? 3,077.68 ",15.07,61%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1915,107.51,102.66,184,Yes,70.51," ? 1,96,593.90 "," ? 9,287.75 ",9.61,76%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1116,25.65,24.28,121,Yes,70.51," ? 27,096.48 "," ? 1,528.92 ",10.84,76%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1629,48.63,43.28,260,Yes,70.18," ? 70,503.12 "," ? 8,715.15 ",15.96,61%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,334,82.54,74.63,33,Yes,72.29," ? 24,926.42 "," ? 2,641.94 ",9.88,98%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,446,80.63,70.37,33,Yes,72.29," ? 31,385.02 "," ? 4,575.96 ",7.40,98%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,61,26.47,24.62,6,Yes,70.18," ? 1,501.82 ", ? 112.85 ,9.84,61%
