PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance
PO-00759,Gamma_Co,13-01-2023,28-01-2023,Raw Materials,Delivered,916,59.01,53.37,47,Yes
PO-00760,Epsilon_Group,21-06-2022,25-06-2022,Packaging,Cancelled,922,10.84,9.27,29,Yes
PO-00761,Gamma_Co,13-09-2023,28-09-2023,Packaging,Delivered,1871,39.42,37.41,101,No
PO-00762,Epsilon_Group,14-09-2023,20-09-2023,Raw Materials,Delivered,1346,72.08,67.04,38,Yes
PO-00763,Epsilon_Group,28-04-2022,09-05-2022,Electronics,Delivered,1954,99.78,87.47,57,Yes
PO-00764,Beta_Supplies,17-06-2022,06-07-2022,Electronics,Delivered,111,68.53,65.22,11,Yes
PO-00765,Gamma_Co,15-11-2022,22-11-2022,Office Supplies,Pending,645,35.05,30.88,27,Yes
PO-00766,Gamma_Co,21-04-2022,04-05-2022,Electronics,Cancelled,1953,68.07,62.95,87,Yes
PO-00767,Gamma_Co,16-08-2023,02-09-2023,Electronics,Delivered,778,64.17,61.6,47,Yes
PO-00768,Epsilon_Group,27-01-2022,09-02-2022,Office Supplies,Delivered,1415,80.19,78.34,,Yes
PO-00769,Gamma_Co,16-11-2022,22-11-2022,Raw Materials,Delivered,446,20.61,19.46,14,Yes
PO-00770,Epsilon_Group,13-08-2023,,Office Supplies,Delivered,748,85.95,79.16,32,Yes
PO-00771,Alpha_Inc,25-11-2023,03-12-2023,Electronics,Pending,1092,65.17,63.11,21,Yes
PO-00772,Beta_Supplies,20-01-2023,02-02-2023,Electronics,Delivered,226,102.47,99.16,28,Yes
PO-00773,Delta_Logistics,11-02-2023,20-02-2023,Electronics,Delivered,1685,43.42,42.24,262,Yes
PO-00774,Alpha_Inc,23-07-2022,,Office Supplies,Delivered,445,68.94,60.35,7,Yes
PO-00775,Gamma_Co,19-03-2022,07-04-2022,Raw Materials,Delivered,494,94.82,81.89,29,Yes
PO-00776,Beta_Supplies,30-08-2023,11-09-2023,MRO,Delivered,1306,21.05,18.27,128,Yes
PO-00777,Beta_Supplies,09-12-2023,11-12-2023,Office Supplies,Delivered,1988,105.2,93.23,187,Yes
