Column1,Vendor_Name,Order Year,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Status_Rate,Total Spend,Savings,Defective_Rate,Comp_rate,Negot_Rate
Vendor_02,Beta_Supplies,2023,Packaging,Partially Delivered,1345,103.06,95.14,105,Yes,8%,127963.3,10652.4,8%,76%,8%
Vendor_03,Delta_Logistics,2023,MRO,Delivered,1262,56.63,51.46,155,No,70%,64942.52,6524.54,12%,39%,9%
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,753,88.02,79.92,75,Yes,12%,60179.76,6099.3,10%,76%,9%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,1520,93.75,81.63,149,Yes,71%,124077.6,18422.4,10%,76%,13%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,630,40.27,37.54,76,Yes,70%,23650.2,1719.9,12%,61%,7%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,839,86.29,82.51,110,Yes,70%,69225.89,3171.42,13%,61%,4%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,910,14.33,14.07,27,Yes,76%,12803.7,236.6,3%,94%,2%
Vendor_04,Epsilon_Group,2022,Raw Materials,Delivered,296,64.94,63.61,33,Yes,72%,18828.56,393.68,11%,98%,2%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1149,33,30.65,141,Yes,71%,35216.85,2700.15,12%,76%,7%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,203,23.14,20,155,No,70%,4060,637.42,76%,39%,14%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,1729,18.36,16.34,47,Yes,72%,28251.86,3492.58,3%,98%,11%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,1508,79.21,73.27,226,Yes,70%,110491.16,8957.52,15%,61%,7%
Vendor_03,Delta_Logistics,2023,Packaging,Partially Delivered,1046,44.65,40.1,165,No,11%,41944.6,4759.3,16%,39%,10%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,1159,78.99,71.69,14,Yes,76%,83088.71,8460.7,1%,94%,9%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,746,16.99,15.35,69,No,71%,11451.1,1223.44,9%,24%,10%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1358,42.21,38.75,128,Yes,71%,52622.5,4698.68,9%,76%,8%
Vendor_05,Gamma_Co,2023,Office Supplies,Delivered,1293,63.53,59.42,79,Yes,72%,76830.06,5314.23,6%,86%,6%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1142,86.85,74.28,30,Yes,76%,84827.76,14354.94,3%,94%,14%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1120,42.17,37.47,33,Yes,72%,41966.4,5264,3%,98%,11%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,1058,71.3,62.04,24,Yes,76%,65638.32,9797.08,2%,94%,13%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,143,91.98,86.02,5,Yes,72%,12300.86,852.28,3%,98%,6%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1823,70.66,66.92,202,Yes,71%,121995.16,6818.02,11%,76%,5%
Vendor_05,Gamma_Co,2023,Office Supplies,Delivered,1007,33.29,28.48,49,Yes,72%,28679.36,4843.67,5%,86%,14%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1061,12.68,12.36,56,No,72%,13113.96,339.52,5%,14%,3%
Vendor_02,Beta_Supplies,2022,MRO,Pending,502,91.84,82.33,105,Yes,12%,41329.66,4774.02,21%,76%,10%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1277,13.17,11.63,199,No,70%,14851.51,1966.58,16%,39%,12%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,961,92.72,88.49,22,Yes,76%,85038.89,4065.03,2%,94%,5%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,267,62.5,61.18,17,Yes,72%,16335.06,352.44,6%,86%,2%
Vendor_03,Delta_Logistics,2023,Raw Materials,Cancelled,523,102.08,99.59,155,Yes,9%,52085.57,1302.27,30%,61%,2%
Vendor_04,Epsilon_Group,2023,Electronics,Pending,481,90.49,77.17,33,Yes,11%,37118.77,6406.92,7%,98%,15%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,390,103.81,100.12,20,Yes,72%,39046.8,1439.1,5%,86%,4%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,600,43.43,38.76,22,Yes,72%,23256,2802,4%,98%,11%
Vendor_03,Delta_Logistics,2023,Office Supplies,Delivered,1685,84.58,75.21,253,No,70%,126728.85,15788.45,15%,39%,11%
Vendor_04,Epsilon_Group,2022,Packaging,Cancelled,1362,46.64,42.85,33,Yes,8%,58361.7,5161.98,2%,98%,8%
Vendor_03,Delta_Logistics,2024,Electronics,Pending,1327,59.57,56.44,169,Yes,10%,74895.88,4153.51,13%,61%,5%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1807,69.47,60,50,Yes,72%,108420,17112.29,3%,98%,14%
Vendor_01,Alpha_Inc,2022,Office Supplies,Pending,406,91.73,89.13,24,Yes,8%,36186.78,1055.6,6%,94%,3%
Vendor_05,Gamma_Co,2022,Raw Materials,Partially Delivered,72,103,89.49,1,No,13%,6443.28,972.72,1%,14%,13%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1835,83.5,82.36,85,No,72%,151130.6,2091.9,5%,14%,1%
Vendor_03,Delta_Logistics,2022,Electronics,Pending,571,49.98,45.58,155,No,10%,26026.18,2512.4,27%,39%,9%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1831,52.24,50.44,60,Yes,72%,92355.64,3295.8,3%,98%,3%
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,1910,77.15,68.49,170,Yes,12%,130815.9,16540.6,9%,76%,11%
Vendor_05,Gamma_Co,2022,Electronics,Partially Delivered,1173,32.12,29.18,55,Yes,13%,34228.14,3448.62,5%,86%,9%
Vendor_04,Epsilon_Group,2022,Packaging,Partially Delivered,851,20.44,19.22,22,Yes,8%,16356.22,1038.22,3%,98%,6%
Vendor_04,Epsilon_Group,2022,MRO,Cancelled,1253,43.38,38.01,34,Yes,8%,47626.53,6728.61,3%,98%,12%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1296,38,33.42,33,Yes,76%,43312.32,5935.68,3%,94%,12%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,1979,40.88,39.46,221,Yes,71%,78091.34,2810.18,11%,76%,3%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,811,31.8,30.33,58,Yes,72%,24597.63,1192.17,7%,86%,5%
Vendor_01,Alpha_Inc,2023,Electronics,Delivered,1732,15.37,14.7,38,Yes,76%,25460.4,1160.44,2%,94%,4%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,491,12.01,11.67,47,Yes,71%,5729.97,166.94,10%,76%,3%
Vendor_05,Gamma_Co,2022,Packaging,Cancelled,1681,99.88,96.38,90,Yes,4%,162014.78,5883.5,5%,86%,4%
Vendor_01,Alpha_Inc,2023,Raw Materials,Partially Delivered,818,51.89,47.85,12,Yes,7%,39141.3,3304.72,1%,94%,8%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1065,47.49,41.42,113,Yes,71%,44112.3,6464.55,11%,76%,13%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1398,75.08,67.09,57,Yes,72%,93791.82,11170.02,4%,86%,11%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,565,32.31,29.76,60,Yes,71%,16814.4,1440.75,11%,76%,8%
Vendor_04,Epsilon_Group,2023,Packaging,Pending,1089,102.66,89.21,33,Yes,11%,97149.69,14647.05,3%,98%,13%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,841,86.43,83.77,125,No,70%,70450.57,2237.06,15%,39%,3%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,385,18.23,17.74,155,Yes,70%,6829.9,188.65,40%,61%,3%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1832,49.01,41.86,52,Yes,72%,76687.52,13098.8,3%,98%,15%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,307,95.36,83.63,29,Yes,71%,25674.41,3601.11,9%,76%,12%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,546,101.2,97.82,21,Yes,72%,53409.72,1845.48,4%,98%,3%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,945,57.01,55.14,147,No,70%,52107.3,1767.15,16%,39%,3%
Vendor_03,Delta_Logistics,2023,MRO,Pending,209,72.71,64.34,39,Yes,10%,13447.06,1749.33,19%,61%,12%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,1548,25.03,22.87,105,Yes,71%,35402.76,3343.68,7%,76%,9%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,901,108.63,106.3,141,Yes,70%,95776.3,2099.33,16%,61%,2%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1737,32.7,31.02,48,Yes,72%,53881.74,2918.16,3%,98%,5%
Vendor_02,Beta_Supplies,2023,Raw Materials,Delivered,1981,102.43,90.99,204,Yes,71%,180251.19,22662.64,10%,76%,11%
Vendor_04,Epsilon_Group,2022,MRO,Pending,739,68.47,66.09,19,Yes,11%,48840.51,1758.82,3%,98%,3%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1748,68.25,62.84,171,Yes,71%,109844.32,9456.68,10%,76%,8%
Vendor_03,Delta_Logistics,2022,Office Supplies,Cancelled,429,58.95,55.35,59,No,9%,23745.15,1544.4,14%,39%,6%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,1618,32.76,28.41,62,Yes,72%,45967.38,7038.3,4%,86%,13%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,1006,27.7,23.66,101,No,71%,23801.96,4064.24,10%,24%,15%
Vendor_02,Beta_Supplies,2023,Electronics,Partially Delivered,740,32.53,29.35,84,Yes,8%,21719,2353.2,11%,76%,10%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,1500,29.19,27.24,72,Yes,72%,40860,2925,5%,86%,7%
Vendor_03,Delta_Logistics,2023,Office Supplies,Cancelled,1686,88.18,77.15,155,Yes,9%,130074.9,18596.58,9%,61%,13%
Vendor_04,Epsilon_Group,2022,Raw Materials,Cancelled,1341,42.96,41.75,39,Yes,8%,55986.75,1622.61,3%,98%,3%
Vendor_01,Alpha_Inc,2023,MRO,Cancelled,1908,16.42,15.31,36,Yes,9%,29211.48,2117.88,2%,94%,7%
Vendor_05,Gamma_Co,2022,MRO,Partially Delivered,1650,100.62,90.45,85,Yes,13%,149242.5,16780.5,5%,86%,10%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,1490,93.57,81.68,29,Yes,76%,121703.2,17716.1,2%,94%,13%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1241,100.04,97.56,187,Yes,70%,121071.96,3077.68,15%,61%,2%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1915,107.51,102.66,184,Yes,71%,196593.9,9287.75,10%,76%,5%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1116,25.65,24.28,121,Yes,71%,27096.48,1528.92,11%,76%,5%
Vendor_03,Delta_Logistics,2023,Raw Materials,Delivered,1629,48.63,43.28,260,Yes,70%,70503.12,8715.15,16%,61%,11%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,334,82.54,74.63,33,Yes,72%,24926.42,2641.94,10%,98%,10%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,446,80.63,70.37,33,Yes,72%,31385.02,4575.96,7%,98%,13%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,61,26.47,24.62,6,Yes,70%,1501.82,112.85,10%,61%,7%
Vendor_03,Delta_Logistics,2023,Packaging,Delivered,1680,88.85,87.53,155,Yes,70%,147050.4,2217.6,9%,61%,1%
Vendor_03,Delta_Logistics,2022,Electronics,Delivered,1375,30.95,30.02,223,Yes,70%,41277.5,1278.75,16%,61%,3%
Vendor_03,Delta_Logistics,2023,Electronics,Partially Delivered,1971,32.4,30.48,321,Yes,11%,60076.08,3784.32,16%,61%,6%
Vendor_03,Delta_Logistics,2022,Raw Materials,Pending,1326,59.49,56.21,155,Yes,10%,74534.46,4349.28,12%,61%,6%
Vendor_03,Delta_Logistics,2023,MRO,Cancelled,548,69.7,61.87,90,Yes,9%,33904.76,4290.84,16%,61%,11%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,803,67.81,61.53,78,Yes,71%,49408.59,5042.84,10%,76%,9%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,84,18.23,15.55,0,Yes,76%,1306.2,225.12,0%,94%,15%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,776,94.75,90.89,19,Yes,72%,70530.64,2995.36,2%,98%,4%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,898,37.12,35.54,18,No,76%,31914.92,1418.84,2%,6%,4%
Vendor_02,Beta_Supplies,2023,Office Supplies,Cancelled,139,23.71,20.18,14,Yes,9%,2805.02,490.67,10%,76%,15%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,825,99.89,97.65,30,Yes,72%,80561.25,1848,4%,86%,2%
Vendor_01,Alpha_Inc,2022,MRO,Delivered,654,96.01,90.31,10,Yes,76%,59062.74,3727.8,2%,94%,6%
Vendor_05,Gamma_Co,2022,MRO,Delivered,1995,88.47,82.65,87,No,72%,164886.75,11610.9,4%,14%,7%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1019,91.56,77.93,111,No,71%,79410.67,13888.97,11%,24%,15%
Vendor_04,Epsilon_Group,2023,Packaging,Pending,1675,73.8,65.34,42,Yes,11%,109444.5,14170.5,3%,98%,11%
Vendor_05,Gamma_Co,2022,Raw Materials,Pending,1071,60.77,58.5,55,Yes,11%,62653.5,2431.17,5%,86%,4%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,467,19.17,17.11,49,Yes,71%,7990.37,962.02,10%,76%,11%
Vendor_03,Delta_Logistics,2022,MRO,Pending,164,48.16,47.46,27,Yes,10%,7783.44,114.8,16%,61%,1%
Vendor_04,Epsilon_Group,2022,Electronics,Cancelled,666,43.76,41.13,18,Yes,8%,27392.58,1751.58,3%,98%,6%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,1976,34.71,31.56,286,No,11%,62362.56,6224.4,14%,39%,9%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1269,79.61,71.86,47,Yes,72%,91190.34,9834.75,4%,98%,10%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,875,57.63,51.8,16,Yes,72%,45325,5101.25,2%,98%,10%
Vendor_01,Alpha_Inc,2022,Packaging,Partially Delivered,1574,17.9,15.85,31,Yes,7%,24947.9,3226.7,2%,94%,11%
Vendor_04,Epsilon_Group,2023,Office Supplies,Partially Delivered,1699,32.05,29.34,69,Yes,8%,49848.66,4604.29,4%,98%,8%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1566,75.43,71.27,27,Yes,76%,111608.82,6514.56,2%,94%,6%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,1148,17.78,17.16,61,Yes,72%,19699.68,711.76,5%,86%,3%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,462,91.81,83.14,11,Yes,72%,38410.68,4005.54,2%,98%,9%
Vendor_05,Gamma_Co,2022,Packaging,Delivered,1449,57.02,49.28,71,Yes,72%,71406.72,11215.26,5%,86%,14%
Vendor_04,Epsilon_Group,2023,MRO,Delivered,1493,56.98,52.51,43,Yes,72%,78397.43,6673.71,3%,98%,8%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,778,65.85,62.08,24,No,76%,48298.24,2933.06,3%,6%,6%
Vendor_03,Delta_Logistics,2022,Packaging,Partially Delivered,1350,85.06,82.34,155,No,11%,111159,3672,11%,39%,3%
Vendor_04,Epsilon_Group,2023,Packaging,Delivered,1070,44.4,40.07,26,Yes,72%,42874.9,4633.1,2%,98%,10%
Vendor_02,Beta_Supplies,2022,Packaging,Pending,810,71.02,66.8,73,Yes,12%,54108,3418.2,9%,76%,6%
Vendor_03,Delta_Logistics,2023,Packaging,Cancelled,725,66.4,62.1,118,Yes,9%,45022.5,3117.5,16%,61%,6%
Vendor_01,Alpha_Inc,2022,Electronics,Delivered,1467,34.2,30.5,25,Yes,76%,44743.5,5427.9,2%,94%,11%
Vendor_02,Beta_Supplies,2022,Packaging,Delivered,1942,93.98,81.31,198,Yes,71%,157904.02,24605.14,10%,76%,13%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,506,84.63,72.69,20,Yes,72%,36781.14,6041.64,4%,86%,14%
Vendor_01,Alpha_Inc,2023,MRO,Delivered,969,76.53,75.64,30,Yes,76%,73295.16,862.41,3%,94%,1%
Vendor_03,Delta_Logistics,2022,MRO,Delivered,241,87.42,82.15,155,Yes,70%,19798.15,1270.07,64%,61%,6%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,788,97.3,94.44,32,Yes,72%,74418.72,2253.68,4%,86%,3%
Vendor_05,Gamma_Co,2022,Office Supplies,Delivered,1762,74.12,65.71,94,Yes,72%,115781.02,14818.42,5%,86%,11%
Vendor_01,Alpha_Inc,2022,Raw Materials,Pending,1172,85.76,81.43,25,Yes,8%,95435.96,5074.76,2%,94%,5%
Vendor_03,Delta_Logistics,2022,Office Supplies,Delivered,1621,75.68,73.78,226,No,70%,119597.38,3079.9,14%,39%,3%
Vendor_01,Alpha_Inc,2022,Packaging,Delivered,1027,73.35,65.42,24,No,76%,67186.34,8144.11,2%,6%,11%
Vendor_02,Beta_Supplies,2022,Raw Materials,Delivered,1058,65.68,57.21,101,Yes,71%,60528.18,8961.26,10%,76%,13%
Vendor_02,Beta_Supplies,2023,Packaging,Delivered,145,85.52,81.86,11,No,71%,11869.7,530.7,8%,24%,4%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1737,24.88,24.28,46,Yes,72%,42174.36,1042.2,3%,98%,2%
Vendor_05,Gamma_Co,2022,Electronics,Delivered,712,92.85,89.39,43,Yes,72%,63645.68,2463.52,6%,86%,4%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1263,90.24,86.84,28,Yes,72%,109678.92,4294.2,2%,98%,4%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1809,13.58,12.68,155,No,70%,22938.12,1628.1,9%,39%,7%
Vendor_02,Beta_Supplies,2023,Electronics,Cancelled,86,93.6,88.22,5,Yes,9%,7586.92,462.68,6%,76%,6%
Vendor_04,Epsilon_Group,2022,MRO,Delivered,1853,21.92,20.72,33,Yes,72%,38394.16,2223.6,2%,98%,5%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,1442,43.98,41.82,140,No,71%,60304.44,3114.72,10%,24%,5%
Vendor_02,Beta_Supplies,2022,Office Supplies,Pending,1768,79.61,74.97,207,No,12%,132546.96,8203.52,12%,24%,6%
Vendor_02,Beta_Supplies,2023,Electronics,Partially Delivered,1598,26.3,26.03,154,No,8%,41595.94,431.46,10%,24%,1%
Vendor_01,Alpha_Inc,2023,MRO,Cancelled,328,93.23,82.63,6,Yes,9%,27102.64,3476.8,2%,94%,11%
Vendor_04,Epsilon_Group,2022,Packaging,Delivered,266,88.29,80.22,4,Yes,72%,21338.52,2146.62,2%,98%,9%
Vendor_05,Gamma_Co,2023,Raw Materials,Delivered,916,59.01,53.37,47,Yes,72%,48886.92,5166.24,5%,86%,10%
Vendor_04,Epsilon_Group,2022,Packaging,Cancelled,922,10.84,9.27,29,Yes,8%,8546.94,1447.54,3%,98%,14%
Vendor_05,Gamma_Co,2023,Packaging,Delivered,1871,39.42,37.41,101,No,72%,69994.11,3760.71,5%,14%,5%
Vendor_04,Epsilon_Group,2023,Raw Materials,Delivered,1346,72.08,67.04,38,Yes,72%,90235.84,6783.84,3%,98%,7%
Vendor_04,Epsilon_Group,2022,Electronics,Delivered,1954,99.78,87.47,57,Yes,72%,170916.38,24053.74,3%,98%,12%
Vendor_02,Beta_Supplies,2022,Electronics,Delivered,111,68.53,65.22,11,Yes,71%,7239.42,367.41,10%,76%,5%
Vendor_05,Gamma_Co,2022,Office Supplies,Pending,645,35.05,30.88,27,Yes,11%,19917.6,2689.65,4%,86%,12%
Vendor_05,Gamma_Co,2022,Electronics,Cancelled,1953,68.07,62.95,87,Yes,4%,122941.35,9999.36,4%,86%,8%
Vendor_05,Gamma_Co,2023,Electronics,Delivered,778,64.17,61.6,47,Yes,72%,47924.8,1999.46,6%,86%,4%
Vendor_04,Epsilon_Group,2022,Office Supplies,Delivered,1415,80.19,78.34,33,Yes,72%,110851.1,2617.75,2%,98%,2%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,446,20.61,19.46,14,Yes,72%,8679.16,512.9,3%,86%,6%
Vendor_04,Epsilon_Group,2023,Office Supplies,Delivered,748,85.95,79.16,32,Yes,72%,59211.68,5078.92,4%,98%,8%
Vendor_01,Alpha_Inc,2023,Electronics,Pending,1092,65.17,63.11,21,Yes,8%,68916.12,2249.52,2%,94%,3%
Vendor_02,Beta_Supplies,2023,Electronics,Delivered,226,102.47,99.16,28,Yes,71%,22410.16,748.06,12%,76%,3%
Vendor_03,Delta_Logistics,2023,Electronics,Delivered,1685,43.42,42.24,262,Yes,70%,71174.4,1988.3,16%,61%,3%
Vendor_01,Alpha_Inc,2022,Office Supplies,Delivered,445,68.94,60.35,7,Yes,76%,26855.75,3822.55,2%,94%,12%
Vendor_05,Gamma_Co,2022,Raw Materials,Delivered,494,94.82,81.89,29,Yes,72%,40453.66,6387.42,6%,86%,14%
Vendor_02,Beta_Supplies,2023,MRO,Delivered,1306,21.05,18.27,128,Yes,71%,23860.62,3630.68,10%,76%,13%
Vendor_02,Beta_Supplies,2023,Office Supplies,Delivered,1988,105.2,93.23,187,Yes,71%,185341.24,23796.36,9%,76%,11%
